day,Mes,Año,cases,deaths,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,Producto,Penetración (%),Consumo per capita
23,Mayo,2020,466,50,24.13657779,BROCOLI,24.76,0.13
23,Mayo,2020,466,50,24.13657779,COLIFLOR,10.12,0.05
23,Mayo,2020,466,50,24.13657779,UVAS,16.24,0.08
23,Mayo,2020,466,50,24.13657779,AGUACATE,36.65,0.16
22,Mayo,2020,1787,688,24.7267298,AJOS,42.8,0.08
22,Mayo,2020,1787,688,24.7267298,BROCOLI,24.76,0.13
22,Mayo,2020,1787,688,24.7267298,COLIFLOR,10.12,0.05
22,Mayo,2020,1787,688,24.7267298,UVAS,16.24,0.08
22,Mayo,2020,1787,688,24.7267298,AGUACATE,36.65,0.16
21,Mayo,2020,482,52,23.41859503,AJOS,42.8,0.08
21,Mayo,2020,482,52,23.41859503,BROCOLI,24.76,0.13
21,Mayo,2020,482,52,23.41859503,COLIFLOR,10.12,0.05
21,Mayo,2020,482,52,23.41859503,UVAS,16.24,0.08
21,Mayo,2020,482,52,23.41859503,AGUACATE,36.65,0.16
20,Mayo,2020,518,110,24.35389008,AJOS,42.8,0.08
20,Mayo,2020,518,110,24.35389008,BROCOLI,24.76,0.13
20,Mayo,2020,518,110,24.35389008,COLIFLOR,10.12,0.05
20,Mayo,2020,518,110,24.35389008,UVAS,16.24,0.08
20,Mayo,2020,518,110,24.35389008,AGUACATE,36.65,0.16
19,Mayo,2020,431,69,25.12513566,AJOS,42.8,0.08
19,Mayo,2020,431,69,25.12513566,BROCOLI,24.76,0.13
19,Mayo,2020,431,69,25.12513566,COLIFLOR,10.12,0.05
19,Mayo,2020,431,69,25.12513566,UVAS,16.24,0.08
19,Mayo,2020,431,69,25.12513566,AGUACATE,36.65,0.16
18,Mayo,2020,256,59,26.42048735,AJOS,42.8,0.08
18,Mayo,2020,256,59,26.42048735,BROCOLI,24.76,0.13
18,Mayo,2020,256,59,26.42048735,COLIFLOR,10.12,0.05
18,Mayo,2020,256,59,26.42048735,UVAS,16.24,0.08
18,Mayo,2020,256,59,26.42048735,AGUACATE,36.65,0.16
17,Mayo,2020,652,87,26.86789501,AJOS,42.8,0.08
17,Mayo,2020,652,87,26.86789501,BROCOLI,24.76,0.13
17,Mayo,2020,652,87,26.86789501,COLIFLOR,10.12,0.05
17,Mayo,2020,652,87,26.86789501,UVAS,16.24,0.08
17,Mayo,2020,652,87,26.86789501,AGUACATE,36.65,0.16
16,Mayo,2020,515,104,27.47083009,AJOS,42.8,0.08
16,Mayo,2020,515,104,27.47083009,BROCOLI,24.76,0.13
16,Mayo,2020,515,104,27.47083009,COLIFLOR,10.12,0.05
16,Mayo,2020,515,104,27.47083009,UVAS,16.24,0.08
16,Mayo,2020,515,104,27.47083009,AGUACATE,36.65,0.16
15,Mayo,2020,643,138,29.00266868,AJOS,42.8,0.08
15,Mayo,2020,643,138,29.00266868,BROCOLI,24.76,0.13
15,Mayo,2020,643,138,29.00266868,COLIFLOR,10.12,0.05
15,Mayo,2020,643,138,29.00266868,UVAS,16.24,0.08
15,Mayo,2020,643,138,29.00266868,AGUACATE,36.65,0.16
14,Mayo,2020,849,217,30.58777009,AJOS,42.8,0.08
14,Mayo,2020,849,217,30.58777009,BROCOLI,24.76,0.13
14,Mayo,2020,849,217,30.58777009,COLIFLOR,10.12,0.05
14,Mayo,2020,849,217,30.58777009,UVAS,16.24,0.08
14,Mayo,2020,849,217,30.58777009,AGUACATE,36.65,0.16
13,Mayo,2020,439,184,31.42293105,AJOS,42.8,0.08
13,Mayo,2020,439,184,31.42293105,BROCOLI,24.76,0.13
13,Mayo,2020,439,184,31.42293105,COLIFLOR,10.12,0.05
13,Mayo,2020,439,184,31.42293105,UVAS,16.24,0.08
13,Mayo,2020,439,184,31.42293105,AGUACATE,36.65,0.16
12,Mayo,2020,482,176,32.29218021,AJOS,42.8,0.08
12,Mayo,2020,482,176,32.29218021,BROCOLI,24.76,0.13
12,Mayo,2020,482,176,32.29218021,COLIFLOR,10.12,0.05
12,Mayo,2020,482,176,32.29218021,UVAS,16.24,0.08
12,Mayo,2020,482,176,32.29218021,AGUACATE,36.65,0.16
11,Mayo,2020,393,123,34.5143049,AJOS,42.8,0.08
11,Mayo,2020,393,123,34.5143049,BROCOLI,24.76,0.13
11,Mayo,2020,393,123,34.5143049,COLIFLOR,10.12,0.05
11,Mayo,2020,393,123,34.5143049,UVAS,16.24,0.08
11,Mayo,2020,393,123,34.5143049,AGUACATE,36.65,0.16
10,Mayo,2020,3416,143,37.21366443,AJOS,42.8,0.08
10,Mayo,2020,3416,143,37.21366443,BROCOLI,24.76,0.13
10,Mayo,2020,3416,143,37.21366443,COLIFLOR,10.12,0.05
10,Mayo,2020,3416,143,37.21366443,UVAS,16.24,0.08
10,Mayo,2020,3416,143,37.21366443,AGUACATE,36.65,0.16
9,Mayo,2020,743,227,33.43200448,AJOS,42.8,0.08
9,Mayo,2020,743,227,33.43200448,BROCOLI,24.76,0.13
9,Mayo,2020,743,227,33.43200448,COLIFLOR,10.12,0.05
9,Mayo,2020,743,227,33.43200448,UVAS,16.24,0.08
9,Mayo,2020,743,227,33.43200448,AGUACATE,36.65,0.16
8,Mayo,2020,1173,181,37.18809827,AJOS,42.8,0.08
8,Mayo,2020,1173,181,37.18809827,BROCOLI,24.76,0.13
8,Mayo,2020,1173,181,37.18809827,COLIFLOR,10.12,0.05
8,Mayo,2020,1173,181,37.18809827,UVAS,16.24,0.08
8,Mayo,2020,1173,181,37.18809827,AGUACATE,36.65,0.16
7,Mayo,2020,921,213,39.19291068,AJOS,42.8,0.08
7,Mayo,2020,921,213,39.19291068,BROCOLI,24.76,0.13
7,Mayo,2020,921,213,39.19291068,COLIFLOR,10.12,0.05
7,Mayo,2020,921,213,39.19291068,UVAS,16.24,0.08
7,Mayo,2020,921,213,39.19291068,AGUACATE,36.65,0.16
6,Mayo,2020,880,244,43.44328341,AJOS,42.8,0.08
6,Mayo,2020,880,244,43.44328341,BROCOLI,24.76,0.13
6,Mayo,2020,880,244,43.44328341,COLIFLOR,10.12,0.05
6,Mayo,2020,880,244,43.44328341,UVAS,16.24,0.08
6,Mayo,2020,880,244,43.44328341,AGUACATE,36.65,0.16
5,Mayo,2020,1039,185,46.49417752,AJOS,42.8,0.08
5,Mayo,2020,1039,185,46.49417752,BROCOLI,24.76,0.13
5,Mayo,2020,1039,185,46.49417752,COLIFLOR,10.12,0.05
5,Mayo,2020,1039,185,46.49417752,UVAS,16.24,0.08
5,Mayo,2020,1039,185,46.49417752,AGUACATE,36.65,0.16
4,Mayo,2020,466,164,50.56771771,AJOS,42.8,0.08
4,Mayo,2020,466,164,50.56771771,BROCOLI,24.76,0.13
4,Mayo,2020,466,164,50.56771771,COLIFLOR,10.12,0.05
4,Mayo,2020,466,164,50.56771771,UVAS,16.24,0.08
4,Mayo,2020,466,164,50.56771771,AGUACATE,36.65,0.16
3,Mayo,2020,935,164,54.30037587,AJOS,42.8,0.08
3,Mayo,2020,935,164,54.30037587,BROCOLI,24.76,0.13
3,Mayo,2020,935,164,54.30037587,COLIFLOR,10.12,0.05
3,Mayo,2020,935,164,54.30037587,UVAS,16.24,0.08
3,Mayo,2020,935,164,54.30037587,AGUACATE,36.65,0.16
2,Mayo,2020,1234,276,50.78929102,AJOS,42.8,0.08
2,Mayo,2020,1234,276,50.78929102,BROCOLI,24.76,0.13
2,Mayo,2020,1234,276,50.78929102,COLIFLOR,10.12,0.05
2,Mayo,2020,1234,276,50.78929102,UVAS,16.24,0.08
2,Mayo,2020,1234,276,50.78929102,AGUACATE,36.65,0.16
1,Mayo,2020,1387,281,56.33288493,AJOS,42.8,0.08
1,Mayo,2020,1387,281,56.33288493,BROCOLI,24.76,0.13
1,Mayo,2020,1387,281,56.33288493,COLIFLOR,10.12,0.05
1,Mayo,2020,1387,281,56.33288493,UVAS,16.24,0.08
1,Mayo,2020,1387,281,56.33288493,AGUACATE,36.65,0.16
30,Abril,2020,1241,268,61.51216118,AJOS,46.1,0.09
30,Abril,2020,1241,268,61.51216118,BROCOLI,24.63,0.14
30,Abril,2020,1241,268,61.51216118,COLIFLOR,13.29,0.08
30,Abril,2020,1241,268,61.51216118,UVAS,15.82,0.09
30,Abril,2020,1241,268,61.51216118,AGUACATE,35.79,0.17
29,Abril,2020,847,453,67.0067533,AJOS,46.1,0.09
29,Abril,2020,847,453,67.0067533,BROCOLI,24.63,0.14
29,Abril,2020,847,453,67.0067533,COLIFLOR,13.29,0.08
29,Abril,2020,847,453,67.0067533,UVAS,15.82,0.09
29,Abril,2020,847,453,67.0067533,AGUACATE,35.79,0.17
28,Abril,2020,1525,632,74.62759704,AJOS,46.1,0.09
28,Abril,2020,1525,632,74.62759704,BROCOLI,24.63,0.14
28,Abril,2020,1525,632,74.62759704,COLIFLOR,13.29,0.08
28,Abril,2020,1525,632,74.62759704,UVAS,15.82,0.09
28,Abril,2020,1525,632,74.62759704,AGUACATE,35.79,0.17
27,Abril,2020,1660,0,78.01724266,AJOS,46.1,0.09
27,Abril,2020,1660,0,78.01724266,BROCOLI,24.63,0.14
27,Abril,2020,1660,0,78.01724266,COLIFLOR,13.29,0.08
27,Abril,2020,1660,0,78.01724266,UVAS,15.82,0.09
27,Abril,2020,1660,0,78.01724266,AGUACATE,35.79,0.17
26,Abril,2020,1641,288,80.93604499,AJOS,46.1,0.09
26,Abril,2020,1641,288,80.93604499,BROCOLI,24.63,0.14
26,Abril,2020,1641,288,80.93604499,COLIFLOR,13.29,0.08
26,Abril,2020,1641,288,80.93604499,UVAS,15.82,0.09
26,Abril,2020,1641,288,80.93604499,AGUACATE,35.79,0.17
25,Abril,2020,2506,378,85.74674255,AJOS,46.1,0.09
25,Abril,2020,2506,378,85.74674255,BROCOLI,24.63,0.14
25,Abril,2020,2506,378,85.74674255,COLIFLOR,13.29,0.08
25,Abril,2020,2506,378,85.74674255,UVAS,15.82,0.09
25,Abril,2020,2506,378,85.74674255,AGUACATE,35.79,0.17
24,Abril,2020,2114,367,90.10151041,AJOS,46.1,0.09
24,Abril,2020,2114,367,90.10151041,BROCOLI,24.63,0.14
24,Abril,2020,2114,367,90.10151041,COLIFLOR,13.29,0.08
24,Abril,2020,2114,367,90.10151041,UVAS,15.82,0.09
24,Abril,2020,2114,367,90.10151041,AGUACATE,35.79,0.17
23,Abril,2020,2916,440,95.26374255,AJOS,46.1,0.09
23,Abril,2020,2916,440,95.26374255,BROCOLI,24.63,0.14
23,Abril,2020,2916,440,95.26374255,COLIFLOR,13.29,0.08
23,Abril,2020,2916,440,95.26374255,UVAS,15.82,0.09
23,Abril,2020,2916,440,95.26374255,AGUACATE,35.79,0.17
22,Abril,2020,2312,435,101.2909628,AJOS,46.1,0.09
22,Abril,2020,2312,435,101.2909628,BROCOLI,24.63,0.14
22,Abril,2020,2312,435,101.2909628,COLIFLOR,13.29,0.08
22,Abril,2020,2312,435,101.2909628,UVAS,15.82,0.09
22,Abril,2020,2312,435,101.2909628,AGUACATE,35.79,0.17
21,Abril,2020,2951,430,108.2598697,AJOS,46.1,0.09
21,Abril,2020,2951,430,108.2598697,BROCOLI,24.63,0.14
21,Abril,2020,2951,430,108.2598697,COLIFLOR,13.29,0.08
21,Abril,2020,2951,430,108.2598697,UVAS,15.82,0.09
21,Abril,2020,2951,430,108.2598697,AGUACATE,35.79,0.17
20,Abril,2020,2218,399,113.0705673,AJOS,46.1,0.09
20,Abril,2020,2218,399,113.0705673,BROCOLI,24.63,0.14
20,Abril,2020,2218,399,113.0705673,COLIFLOR,13.29,0.08
20,Abril,2020,2218,399,113.0705673,UVAS,15.82,0.09
20,Abril,2020,2218,399,113.0705673,AGUACATE,35.79,0.17
19,Abril,2020,-713,410,116.1576801,AJOS,46.1,0.09
19,Abril,2020,-713,410,116.1576801,BROCOLI,24.63,0.14
19,Abril,2020,-713,410,116.1576801,COLIFLOR,13.29,0.08
19,Abril,2020,-713,410,116.1576801,UVAS,15.82,0.09
19,Abril,2020,-713,410,116.1576801,AGUACATE,35.79,0.17
18,Abril,2020,3836,565,129.4648621,AJOS,46.1,0.09
18,Abril,2020,3836,565,129.4648621,BROCOLI,24.63,0.14
18,Abril,2020,3836,565,129.4648621,COLIFLOR,13.29,0.08
18,Abril,2020,3836,565,129.4648621,UVAS,15.82,0.09
18,Abril,2020,3836,565,129.4648621,AGUACATE,35.79,0.17
17,Abril,2020,3818,585,135.4878214,AJOS,46.1,0.09
17,Abril,2020,3818,585,135.4878214,BROCOLI,24.63,0.14
17,Abril,2020,3818,585,135.4878214,COLIFLOR,13.29,0.08
17,Abril,2020,3818,585,135.4878214,UVAS,15.82,0.09
17,Abril,2020,3818,585,135.4878214,AGUACATE,35.79,0.17
16,Abril,2020,3820,617,142.846612,AJOS,46.1,0.09
16,Abril,2020,3820,617,142.846612,BROCOLI,24.63,0.14
16,Abril,2020,3820,617,142.846612,COLIFLOR,13.29,0.08
16,Abril,2020,3820,617,142.846612,UVAS,15.82,0.09
16,Abril,2020,3820,617,142.846612,AGUACATE,35.79,0.17
15,Abril,2020,4424,787,150.8637311,AJOS,46.1,0.09
15,Abril,2020,4424,787,150.8637311,BROCOLI,24.63,0.14
15,Abril,2020,4424,787,150.8637311,COLIFLOR,13.29,0.08
15,Abril,2020,4424,787,150.8637311,UVAS,15.82,0.09
15,Abril,2020,4424,787,150.8637311,AGUACATE,35.79,0.17
14,Abril,2020,3116,517,157.2318334,AJOS,46.1,0.09
14,Abril,2020,3116,517,157.2318334,BROCOLI,24.63,0.14
14,Abril,2020,3116,517,157.2318334,COLIFLOR,13.29,0.08
14,Abril,2020,3116,517,157.2318334,UVAS,15.82,0.09
14,Abril,2020,3116,517,157.2318334,AGUACATE,35.79,0.17
13,Abril,2020,3030,619,167.9461816,AJOS,46.1,0.09
13,Abril,2020,3030,619,167.9461816,BROCOLI,24.63,0.14
13,Abril,2020,3030,619,167.9461816,COLIFLOR,13.29,0.08
13,Abril,2020,3030,619,167.9461816,UVAS,15.82,0.09
13,Abril,2020,3030,619,167.9461816,AGUACATE,35.79,0.17
12,Abril,2020,3899,510,173.8753983,AJOS,46.1,0.09
12,Abril,2020,3899,510,173.8753983,BROCOLI,24.63,0.14
12,Abril,2020,3899,510,173.8753983,COLIFLOR,13.29,0.08
12,Abril,2020,3899,510,173.8753983,UVAS,15.82,0.09
12,Abril,2020,3899,510,173.8753983,AGUACATE,35.79,0.17
11,Abril,2020,4550,605,179.2549427,AJOS,46.1,0.09
11,Abril,2020,4550,605,179.2549427,BROCOLI,24.63,0.14
11,Abril,2020,4550,605,179.2549427,COLIFLOR,13.29,0.08
11,Abril,2020,4550,605,179.2549427,UVAS,15.82,0.09
11,Abril,2020,4550,605,179.2549427,AGUACATE,35.79,0.17
10,Abril,2020,4537,683,187.1250564,AJOS,46.1,0.09
10,Abril,2020,4537,683,187.1250564,BROCOLI,24.63,0.14
10,Abril,2020,4537,683,187.1250564,COLIFLOR,13.29,0.08
10,Abril,2020,4537,683,187.1250564,UVAS,15.82,0.09
10,Abril,2020,4537,683,187.1250564,AGUACATE,35.79,0.17
9,Abril,2020,5745,757,197.0191571,AJOS,46.1,0.09
9,Abril,2020,5745,757,197.0191571,BROCOLI,24.63,0.14
9,Abril,2020,5745,757,197.0191571,COLIFLOR,13.29,0.08
9,Abril,2020,5745,757,197.0191571,UVAS,15.82,0.09
9,Abril,2020,5745,757,197.0191571,AGUACATE,35.79,0.17
8,Abril,2020,5583,743,203.8559722,AJOS,46.1,0.09
8,Abril,2020,5583,743,203.8559722,BROCOLI,24.63,0.14
8,Abril,2020,5583,743,203.8559722,COLIFLOR,13.29,0.08
8,Abril,2020,5583,743,203.8559722,UVAS,15.82,0.09
8,Abril,2020,5583,743,203.8559722,AGUACATE,35.79,0.17
7,Abril,2020,5209,637,210.1835948,AJOS,46.1,0.09
7,Abril,2020,5209,637,210.1835948,BROCOLI,24.63,0.14
7,Abril,2020,5209,637,210.1835948,COLIFLOR,13.29,0.08
7,Abril,2020,5209,637,210.1835948,UVAS,15.82,0.09
7,Abril,2020,5209,637,210.1835948,AGUACATE,35.79,0.17
6,Abril,2020,3667,674,215.4715272,AJOS,46.1,0.09
6,Abril,2020,3667,674,215.4715272,BROCOLI,24.63,0.14
6,Abril,2020,3667,674,215.4715272,COLIFLOR,13.29,0.08
6,Abril,2020,3667,674,215.4715272,UVAS,15.82,0.09
6,Abril,2020,3667,674,215.4715272,AGUACATE,35.79,0.17
5,Abril,2020,5533,809,217.5572991,AJOS,46.1,0.09
5,Abril,2020,5533,809,217.5572991,BROCOLI,24.63,0.14
5,Abril,2020,5533,809,217.5572991,COLIFLOR,13.29,0.08
5,Abril,2020,5533,809,217.5572991,UVAS,15.82,0.09
5,Abril,2020,5533,809,217.5572991,AGUACATE,35.79,0.17
4,Abril,2020,6663,932,216.1362471,AJOS,46.1,0.09
4,Abril,2020,6663,932,216.1362471,BROCOLI,24.63,0.14
4,Abril,2020,6663,932,216.1362471,COLIFLOR,13.29,0.08
4,Abril,2020,6663,932,216.1362471,UVAS,15.82,0.09
4,Abril,2020,6663,932,216.1362471,AGUACATE,35.79,0.17
3,Abril,2020,7272,950,213.5434132,AJOS,46.1,0.09
3,Abril,2020,7272,950,213.5434132,BROCOLI,24.63,0.14
3,Abril,2020,7272,950,213.5434132,COLIFLOR,13.29,0.08
3,Abril,2020,7272,950,213.5434132,UVAS,15.82,0.09
3,Abril,2020,7272,950,213.5434132,AGUACATE,35.79,0.17
2,Abril,2020,7583,864,207.7846376,AJOS,46.1,0.09
2,Abril,2020,7583,864,207.7846376,BROCOLI,24.63,0.14
2,Abril,2020,7583,864,207.7846376,COLIFLOR,13.29,0.08
2,Abril,2020,7583,864,207.7846376,UVAS,15.82,0.09
2,Abril,2020,7583,864,207.7846376,AGUACATE,35.79,0.17
1,Abril,2020,7413,849,200.2511448,AJOS,46.1,0.09
1,Abril,2020,7413,849,200.2511448,BROCOLI,24.63,0.14
1,Abril,2020,7413,849,200.2511448,COLIFLOR,13.29,0.08
1,Abril,2020,7413,849,200.2511448,UVAS,15.82,0.09
1,Abril,2020,7413,849,200.2511448,AGUACATE,35.79,0.17
31,Marzo,2020,8145,812,192.3277683,AJOS,42.48,0.07
31,Marzo,2020,8145,812,192.3277683,BROCOLI,24.67,0.13
31,Marzo,2020,8145,812,192.3277683,COLIFLOR,11.04,0.07
31,Marzo,2020,8145,812,192.3277683,UVAS,14.08,0.07
31,Marzo,2020,8145,812,192.3277683,AGUACATE,30.86,0.14
30,Marzo,2020,5813,838,180.3074159,AJOS,42.48,0.07
30,Marzo,2020,5813,838,180.3074159,BROCOLI,24.67,0.13
30,Marzo,2020,5813,838,180.3074159,COLIFLOR,11.04,0.07
30,Marzo,2020,5813,838,180.3074159,UVAS,14.08,0.07
30,Marzo,2020,5813,838,180.3074159,AGUACATE,30.86,0.14
29,Marzo,2020,6424,832,171.5574005,AJOS,42.48,0.07
29,Marzo,2020,6424,832,171.5574005,BROCOLI,24.67,0.13
29,Marzo,2020,6424,832,171.5574005,COLIFLOR,11.04,0.07
29,Marzo,2020,6424,832,171.5574005,UVAS,14.08,0.07
29,Marzo,2020,6424,832,171.5574005,AGUACATE,30.86,0.14
28,Marzo,2020,8244,769,162.4388064,AJOS,42.48,0.07
28,Marzo,2020,8244,769,162.4388064,BROCOLI,24.67,0.13
28,Marzo,2020,8244,769,162.4388064,COLIFLOR,11.04,0.07
28,Marzo,2020,8244,769,162.4388064,UVAS,14.08,0.07
28,Marzo,2020,8244,769,162.4388064,AGUACATE,30.86,0.14
27,Marzo,2020,9181,655,148.4605129,AJOS,42.48,0.07
27,Marzo,2020,9181,655,148.4605129,BROCOLI,24.67,0.13
27,Marzo,2020,9181,655,148.4605129,COLIFLOR,11.04,0.07
27,Marzo,2020,9181,655,148.4605129,UVAS,14.08,0.07
27,Marzo,2020,9181,655,148.4605129,AGUACATE,30.86,0.14
26,Marzo,2020,8954,738,132.1620911,AJOS,42.48,0.07
26,Marzo,2020,8954,738,132.1620911,BROCOLI,24.67,0.13
26,Marzo,2020,8954,738,132.1620911,COLIFLOR,11.04,0.07
26,Marzo,2020,8954,738,132.1620911,UVAS,14.08,0.07
26,Marzo,2020,8954,738,132.1620911,AGUACATE,30.86,0.14
25,Marzo,2020,8553,514,115.5419619,AJOS,42.48,0.07
25,Marzo,2020,8553,514,115.5419619,BROCOLI,24.67,0.13
25,Marzo,2020,8553,514,115.5419619,COLIFLOR,11.04,0.07
25,Marzo,2020,8553,514,115.5419619,UVAS,14.08,0.07
25,Marzo,2020,8553,514,115.5419619,AGUACATE,30.86,0.14
24,Marzo,2020,7691,462,99.39693709,AJOS,42.48,0.07
24,Marzo,2020,7691,462,99.39693709,BROCOLI,24.67,0.13
24,Marzo,2020,7691,462,99.39693709,COLIFLOR,11.04,0.07
24,Marzo,2020,7691,462,99.39693709,UVAS,14.08,0.07
24,Marzo,2020,7691,462,99.39693709,AGUACATE,30.86,0.14
23,Marzo,2020,4646,394,84.65592008,AJOS,42.48,0.07
23,Marzo,2020,4646,394,84.65592008,BROCOLI,24.67,0.13
23,Marzo,2020,4646,394,84.65592008,COLIFLOR,11.04,0.07
23,Marzo,2020,4646,394,84.65592008,UVAS,14.08,0.07
23,Marzo,2020,4646,394,84.65592008,AGUACATE,30.86,0.14
22,Marzo,2020,4866,324,75.68007029,AJOS,42.48,0.07
22,Marzo,2020,4866,324,75.68007029,BROCOLI,24.67,0.13
22,Marzo,2020,4866,324,75.68007029,COLIFLOR,11.04,0.07
22,Marzo,2020,4866,324,75.68007029,UVAS,14.08,0.07
22,Marzo,2020,4866,324,75.68007029,AGUACATE,30.86,0.14
21,Marzo,2020,5446,235,66.01606492,AJOS,42.48,0.07
21,Marzo,2020,5446,235,66.01606492,BROCOLI,24.67,0.13
21,Marzo,2020,5446,235,66.01606492,COLIFLOR,11.04,0.07
21,Marzo,2020,5446,235,66.01606492,UVAS,14.08,0.07
21,Marzo,2020,5446,235,66.01606492,AGUACATE,30.86,0.14
20,Marzo,2020,4569,169,54.90970248,AJOS,42.48,0.07
20,Marzo,2020,4569,169,54.90970248,BROCOLI,24.67,0.13
20,Marzo,2020,4569,169,54.90970248,COLIFLOR,11.04,0.07
20,Marzo,2020,4569,169,54.90970248,UVAS,14.08,0.07
20,Marzo,2020,4569,169,54.90970248,AGUACATE,30.86,0.14
19,Marzo,2020,4047,107,45.56527401,AJOS,42.48,0.07
19,Marzo,2020,4047,107,45.56527401,BROCOLI,24.67,0.13
19,Marzo,2020,4047,107,45.56527401,COLIFLOR,11.04,0.07
19,Marzo,2020,4047,107,45.56527401,UVAS,14.08,0.07
19,Marzo,2020,4047,107,45.56527401,AGUACATE,30.86,0.14
18,Marzo,2020,3694,182,37.11566084,AJOS,42.48,0.07
18,Marzo,2020,3694,182,37.11566084,BROCOLI,24.67,0.13
18,Marzo,2020,3694,182,37.11566084,COLIFLOR,11.04,0.07
18,Marzo,2020,3694,182,37.11566084,UVAS,14.08,0.07
18,Marzo,2020,3694,182,37.11566084,AGUACATE,30.86,0.14
17,Marzo,2020,2503,21,29.40533557,AJOS,42.48,0.07
17,Marzo,2020,2503,21,29.40533557,BROCOLI,24.67,0.13
17,Marzo,2020,2503,21,29.40533557,COLIFLOR,11.04,0.07
